,Date,Active Power (kw),Wind Speed (miles/hr)
96,3/1/2018 0:20,0,9.716904922
97,3/1/2018 0:50,0,11.82117121
98,3/1/2018 1:20,0,13.32297324
99,3/1/2018 1:50,0,13.751977
100,3/1/2018 2:20,0,13.55427762
101,3/1/2018 2:50,0,10.13437759
102,3/1/2018 3:20,0,8.75483462
103,3/1/2018 3:50,0,8.357353219
104,3/1/2018 4:20,0,7.863854459
105,3/1/2018 4:50,0,8.846265538
106,3/1/2018 5:20,0,9.327461844
107,3/1/2018 5:50,0,7.702138013
108,3/1/2018 6:20,0,8.08956387
109,3/1/2018 6:50,0,6.555156472
110,3/1/2018 7:20,0,3.240009187
111,3/1/2018 7:50,0,2.932721028
112,3/1/2018 8:20,0,2.418871489
113,3/1/2018 8:50,0,5.412362714
114,3/1/2018 9:20,0,6.378787374
115,3/1/2018 9:50,0,8.903565593
116,3/1/2018 10:20,0,8.268508764
117,3/1/2018 10:50,0,8.600634013
118,3/1/2018 11:20,0,10.43484182
119,3/1/2018 11:50,0,9.69108989
120,3/1/2018 12:20,0,7.854208686
121,3/1/2018 12:50,0,7.894204379
122,3/1/2018 13:20,0,9.11524172
123,3/1/2018 13:50,0,9.962512626
124,3/1/2018 14:20,0,11.47987788
125,3/1/2018 14:50,0,11.83690404
126,3/1/2018 15:20,0,13.02537405
127,3/1/2018 15:50,0,14.59854284
128,3/1/2018 16:20,272.8210653,18.98089877
129,3/1/2018 16:50,1358.517782,20.74717463
130,3/1/2018 17:20,1913.647705,20.55548301
131,3/1/2018 17:50,2178.76473,21.28268364
132,3/1/2018 18:20,2691.396322,23.51469214
133,3/1/2018 18:50,2650.46932,22.95966829
134,3/1/2018 19:20,3137.573405,24.46396631
135,3/1/2018 19:50,3292.170003,25.44622219
136,3/1/2018 20:20,3322.049072,25.89331891
137,3/1/2018 20:50,3592.306966,28.75376847
138,3/1/2018 21:20,3603.095296,28.65476857
139,3/1/2018 21:50,3547.590983,30.32496573
140,3/1/2018 22:20,3468.978678,31.54234604
141,3/1/2018 22:50,3460.496094,31.88207672
142,3/1/2018 23:20,3460.385335,33.65004287
143,3/1/2018 23:50,3460.577718,33.24801948
144,4/1/2018 0:20,3603.409993,40.33867287
145,4/1/2018 0:50,3603.065674,43.02863736
146,4/1/2018 1:20,3602.993652,44.30017253
147,4/1/2018 1:50,3602.780029,44.46288166
148,4/1/2018 2:20,3603.092936,46.03981184
149,4/1/2018 2:50,3603.286051,42.65240642
150,4/1/2018 3:20,3603.237956,43.78500605
151,4/1/2018 3:50,3603.385661,43.32246699
152,4/1/2018 4:20,3602.819336,43.26012307
153,4/1/2018 4:50,3602.409993,46.88436029
154,4/1/2018 5:20,3601.95931,41.07150829
155,4/1/2018 5:50,3602.013346,43.89642043
156,4/1/2018 6:20,3602.832682,39.82128919
157,4/1/2018 6:50,3602.826009,41.6937656
158,4/1/2018 7:20,3602.693685,42.21224295
159,4/1/2018 7:50,3602.789388,41.23289762
160,4/1/2018 8:20,3601.312988,41.14644587
161,4/1/2018 8:50,3603.220378,42.25034677
162,4/1/2018 9:20,3603.165283,38.12313994
163,4/1/2018 9:50,3596.277425,35.94426372
164,4/1/2018 10:20,3590.980957,38.50165923
165,4/1/2018 10:50,3471.491292,33.09527361
166,4/1/2018 11:20,3518.104655,34.28282736
167,4/1/2018 11:50,3602.223307,40.18680523
168,4/1/2018 12:20,3602.575033,41.87390674
169,4/1/2018 12:50,3603.089681,40.68498056
170,4/1/2018 13:20,3601.445638,37.2791419
171,4/1/2018 13:50,3595.750651,34.69077142
172,4/1/2018 14:20,3603.506022,39.8242872
173,4/1/2018 14:50,3602.948324,42.35179998
174,4/1/2018 15:20,3602.131348,40.02330818
175,4/1/2018 15:50,241.8027344,36.36212342
176,4/1/2018 16:20,0,33.74420301
177,4/1/2018 16:50,2156.994059,31.68069277
178,4/1/2018 17:20,3551.098958,31.07348312
179,4/1/2018 17:50,3282.179606,27.68278884
180,4/1/2018 18:20,1805.012695,24.06025901
181,4/1/2018 18:50,738.7186686,25.76119009
182,4/1/2018 19:20,612.4969889,22.37023342
183,4/1/2018 19:50,1518.796997,20.83800822
184,4/1/2018 20:20,307.4164429,19.71747531
185,4/1/2018 20:50,2419.997274,22.47066334
186,4/1/2018 21:20,2866.302083,24.26205968
187,4/1/2018 21:50,2795.566976,23.2043649
188,4/1/2018 22:20,1328.150635,22.6468266
189,4/1/2018 22:50,1428.935994,17.16505434
190,4/1/2018 23:20,894.1152751,14.65515455
191,4/1/2018 23:50,1170.063721,16.13161959
192,5/1/2018 0:20,323.633433,12.17140597
193,5/1/2018 0:50,160.7188314,10.76941166
194,5/1/2018 1:20,124.5483958,9.717307585
195,5/1/2018 1:50,64.07306671,8.409713235
196,5/1/2018 2:20,56.8111945,8.946276992
197,5/1/2018 2:50,128.4787013,9.404517081
198,5/1/2018 3:20,87.92578125,8.656935321
199,5/1/2018 3:50,28.7902565,7.971136419
200,5/1/2018 4:20,40.39225769,8.880030004
201,5/1/2018 4:50,76.0663147,9.328223435
202,5/1/2018 5:20,22.01507384,7.961101674
203,5/1/2018 5:50,0,5.553891181
204,5/1/2018 5:50,0,5.553891181
205,5/1/2018 6:20,0,4.133749499
206,5/1/2018 6:20,0,4.133749499
207,5/1/2018 6:50,0,3.506170108
208,5/1/2018 7:20,0,4.855980752
209,5/1/2018 7:50,0,3.544156311
210,5/1/2018 8:20,0,3.950805086
211,5/1/2018 8:50,0,3.857461387
212,5/1/2018 9:20,0,3.710986482
213,5/1/2018 9:50,0,4.4560128
214,5/1/2018 10:20,0,4.064199565
215,5/1/2018 10:50,0,2.772868298
216,5/1/2018 11:20,0,3.631884597
217,5/1/2018 11:50,0,4.686566873
218,5/1/2018 12:20,0,4.398939586
219,5/1/2018 12:50,0,4.349607451
220,5/1/2018 13:20,0,3.9651581
221,5/1/2018 13:50,0,4.689451733
222,5/1/2018 14:20,0,6.49215763
223,5/1/2018 14:50,0,7.659721011
224,5/1/2018 15:20,67.06885783,9.133228565
225,5/1/2018 15:50,42.72434855,8.215655066
226,5/1/2018 16:20,101.8123474,9.061582873
227,5/1/2018 16:50,75.78513972,8.831703904
228,5/1/2018 17:20,88.10813268,9.222998343
229,5/1/2018 17:50,0.942869027,7.333449039
230,5/1/2018 18:20,0,6.206749432
231,5/1/2018 18:50,27.79511929,7.906641236
232,5/1/2018 19:20,119.864933,9.086025476
233,5/1/2018 19:50,60.38962619,8.011165178
234,5/1/2018 20:20,66.21422259,8.13421836
235,5/1/2018 20:50,88.23095194,8.867762391
236,5/1/2018 21:20,19.70305761,7.571499661
237,5/1/2018 21:50,0,6.554094085
238,5/1/2018 22:20,0,7.901099601
239,5/1/2018 22:50,7.438217878,7.66728698
240,5/1/2018 23:20,0,6.121683074
241,5/1/2018 23:50,0,6.178952552
242,6/1/2018 0:20,672.079895,14.32920649
243,6/1/2018 0:50,636.6495565,14.5562286
244,6/1/2018 1:20,423.6882324,12.84423558
245,6/1/2018 1:50,396.2386983,12.53024722
246,6/1/2018 2:20,440.5222371,12.81241687
247,6/1/2018 2:50,681.5291341,14.67910738
248,6/1/2018 3:20,1055.225505,16.44620278
249,6/1/2018 3:50,1324.404012,17.45540098
250,6/1/2018 4:20,2025.084351,21.14096771
251,6/1/2018 4:50,2216.131673,22.05954635
252,6/1/2018 5:20,1426.711711,18.13970496
253,6/1/2018 5:50,1642.335978,19.31710167
254,6/1/2018 5:50,1642.335978,19.31710167
255,6/1/2018 6:20,1811.634684,20.22746137
256,6/1/2018 6:20,1811.634684,20.22746137
257,6/1/2018 6:50,1432.329631,18.12803432
258,6/1/2018 7:20,1450.623657,18.21255935
259,6/1/2018 7:50,899.6000773,15.28616769
260,6/1/2018 8:20,1022.322266,15.84336608
261,6/1/2018 8:50,1395.694336,17.61701929
262,6/1/2018 9:20,1338.03597,17.18781856
263,6/1/2018 9:50,1006.744303,15.35969656
264,6/1/2018 10:20,1014.610962,15.63197546
265,6/1/2018 10:50,893.5507609,15.04861946
266,6/1/2018 11:20,745.1819865,14.22588022
267,6/1/2018 11:50,695.3432007,13.96605417
268,6/1/2018 12:20,706.2713826,14.33325267
269,6/1/2018 12:50,628.2534587,14.070515
270,6/1/2018 13:20,817.5779419,15.00892847
271,6/1/2018 13:50,1396.01237,17.70767688
272,6/1/2018 14:20,2131.728678,21.51027606
273,6/1/2018 14:50,1942.815999,20.6520417
274,6/1/2018 15:20,2311.104411,22.09473036
275,6/1/2018 15:50,2482.207357,23.25433346
276,6/1/2018 16:20,2133.402669,21.1592566
277,6/1/2018 16:50,2247.032308,22.37784507
278,6/1/2018 17:20,3087.839355,26.50307145
279,6/1/2018 17:50,3599.727376,29.84014563
280,6/1/2018 18:20,3530.754313,29.35267242
281,6/1/2018 18:50,3591.096354,29.92300918
282,6/1/2018 19:20,3588.871419,30.76614182
283,6/1/2018 19:50,3492.668701,28.9589028
284,6/1/2018 20:20,3590.692057,30.26239781
285,6/1/2018 20:50,3569.617025,28.05738639
286,6/1/2018 21:20,3374.899984,27.42493681
287,6/1/2018 21:50,1734.951335,19.75735011
288,6/1/2018 22:20,1693.202311,19.69007007
289,6/1/2018 22:50,1819.921672,20.21054563
290,6/1/2018 23:20,1504.510295,18.90301723
291,6/1/2018 23:50,1148.240336,17.49088045
292,7/1/2018 0:20,1416.329305,17.99843347
293,7/1/2018 0:50,1466.930664,18.36286506
294,7/1/2018 1:20,1599.792969,19.12130378
295,7/1/2018 1:50,1436.362712,18.22670143
296,7/1/2018 2:20,1231.474325,17.43774249
297,7/1/2018 2:50,984.646403,16.32869461
298,7/1/2018 3:20,730.3922526,14.90016333
299,7/1/2018 3:50,903.0692749,15.80871291
300,7/1/2018 4:20,873.2652588,15.8322053
301,7/1/2018 4:50,564.8279724,13.93591616
302,7/1/2018 5:20,119.0604057,9.367862687
303,7/1/2018 5:50,0,5.802670052
304,7/1/2018 5:50,0,5.802670052
305,7/1/2018 6:20,0,3.725217096
306,7/1/2018 6:20,0,3.725217096
307,7/1/2018 6:50,0,6.157849117
308,7/1/2018 7:20,0,5.730240903
309,7/1/2018 7:50,0,5.656528744
310,7/1/2018 8:20,0,6.648248352
311,7/1/2018 8:50,0,4.145972222
312,7/1/2018 9:20,0,5.05475212
313,7/1/2018 9:50,0,5.438899607
314,7/1/2018 10:20,3.192372322,6.941370073
315,7/1/2018 10:50,24.98135694,7.560958609
316,7/1/2018 11:20,39.39917247,7.560096576
317,7/1/2018 11:50,0,5.975692162
318,7/1/2018 12:20,18.88417053,7.562769081
319,7/1/2018 12:50,19.91148742,7.091720231
320,7/1/2018 13:20,23.6805795,7.344950791
321,7/1/2018 13:50,130.3100421,9.34693525
322,7/1/2018 14:20,232.0455017,10.71071927
323,7/1/2018 14:50,150.6503957,9.638102324
324,7/1/2018 15:20,126.0198619,9.174326291
325,7/1/2018 15:50,154.7788315,9.619136824
326,7/1/2018 16:20,709.1610921,14.76547879
327,7/1/2018 16:50,798.6513265,15.58946353
328,7/1/2018 17:20,738.9640299,15.35686743
329,7/1/2018 17:50,597.1981913,14.49151635
330,7/1/2018 18:20,462.590505,13.35736828
331,7/1/2018 18:50,348.7783305,12.46147137
332,7/1/2018 19:20,298.9265289,11.73816581
333,7/1/2018 19:50,128.5747426,9.404291128
334,7/1/2018 20:20,214.2341003,10.80372279
335,7/1/2018 20:50,251.2044627,11.19720477
336,7/1/2018 21:20,253.5991923,11.18865125
337,7/1/2018 21:50,278.7092285,11.49633212
338,7/1/2018 22:20,442.4710693,13.06557632
339,7/1/2018 22:50,413.2834574,12.96497892
340,7/1/2018 23:20,439.5460714,13.14110446
341,7/1/2018 23:50,551.7474976,13.96575693
342,8/1/2018 0:20,1126.134318,17.45523813
343,8/1/2018 0:50,1051.978027,16.90783128
344,8/1/2018 1:20,1195.312337,17.89477299
345,8/1/2018 1:50,1071.142598,16.97951697
346,8/1/2018 2:20,1068.475993,17.17245587
347,8/1/2018 2:50,1143.639323,17.66321368
348,8/1/2018 3:20,981.288147,16.8093359
349,8/1/2018 3:50,896.6818237,15.84168397
350,8/1/2018 4:20,861.7310588,15.70557793
351,8/1/2018 4:50,437.2147013,12.91983981
352,8/1/2018 5:20,315.3158773,11.48113084
353,8/1/2018 5:50,426.8610636,12.350505
354,8/1/2018 5:50,426.8610636,12.350505
355,8/1/2018 6:20,651.3420512,14.14403001
356,8/1/2018 6:20,651.3420512,14.14403001
357,8/1/2018 6:50,858.9765625,15.39236468
358,8/1/2018 7:20,669.7132161,13.89983865
359,8/1/2018 7:50,1163.617167,16.33937575
360,8/1/2018 8:20,1040.151815,15.83112052
361,8/1/2018 8:50,963.9064128,15.41454437
362,8/1/2018 9:20,706.4235433,14.25510375
363,8/1/2018 9:50,337.7961324,11.47525606
364,8/1/2018 10:20,432.9201406,12.38170504
365,8/1/2018 10:50,487.8005066,13.16317038
366,8/1/2018 11:20,632.3308105,14.26922024
367,8/1/2018 11:50,577.2010498,13.79860018
368,8/1/2018 12:20,398.7016907,12.34430453
369,8/1/2018 12:50,349.3829651,11.87048948
370,8/1/2018 13:20,315.2576396,11.60491629
371,8/1/2018 13:50,612.8428141,14.12232818
372,8/1/2018 14:20,823.9541016,15.37255901
373,8/1/2018 14:50,840.3617757,15.3493475
374,8/1/2018 15:20,1059.726217,16.51557952
375,8/1/2018 15:50,944.1473999,16.05401858
376,8/1/2018 16:20,1107.261353,16.80154682
377,8/1/2018 16:50,932.0876058,16.01587958
378,8/1/2018 17:20,1149.573975,17.07739334
379,8/1/2018 17:50,998.0540365,16.25267225
380,8/1/2018 18:20,1173.201335,17.13245377
381,8/1/2018 18:50,1294.659017,17.70078486
382,8/1/2018 19:20,1420.18929,18.4533527
383,8/1/2018 19:50,861.1776326,15.53860536
384,8/1/2018 20:20,504.6794027,13.13948492
385,8/1/2018 20:50,736.7249247,14.58475347
386,8/1/2018 21:20,1353.861226,18.12335561
387,8/1/2018 21:50,1879.519328,21.00304125
388,8/1/2018 22:20,1128.408,17.22879664
389,8/1/2018 22:50,1106.192668,17.21899087
390,8/1/2018 23:20,1373.033651,18.18140659
391,8/1/2018 23:50,1646.010986,19.68447368
392,9/1/2018 0:20,3295.973958,27.72400799
393,9/1/2018 0:50,3114.686035,26.33103546
394,9/1/2018 1:20,3165.84196,26.83207228
395,9/1/2018 1:50,3183.98763,27.4569102
396,9/1/2018 2:20,3064.054688,26.92923115
397,9/1/2018 2:50,2929.038005,25.69506595
398,9/1/2018 3:20,3009.95931,26.13741392
399,9/1/2018 3:50,3517.391683,29.99309345
400,9/1/2018 4:20,3477.237305,28.67332838
401,9/1/2018 4:50,3599.314046,30.78720614
402,9/1/2018 5:20,3128.604329,27.45828191
403,9/1/2018 5:50,2827.256999,24.88791091
404,9/1/2018 5:50,2827.256999,24.88791091
405,9/1/2018 6:20,3296.617025,27.9693254
406,9/1/2018 6:20,3296.617025,27.9693254
407,9/1/2018 6:50,3308.725586,28.45948373
408,9/1/2018 7:20,3305.049967,28.52550335
409,9/1/2018 7:50,2497.15568,23.16119093
410,9/1/2018 8:20,1658.866659,18.98757213
411,9/1/2018 8:50,1036.10317,16.08548884
412,9/1/2018 9:20,1228.028646,17.07587015
413,9/1/2018 9:50,1514.164307,18.50362954
414,9/1/2018 10:20,1350.896322,17.64565083
415,9/1/2018 10:50,1204.640991,17.06331668
416,9/1/2018 11:20,1057.58549,15.94545432
417,9/1/2018 11:50,1076.388997,15.78478142
418,9/1/2018 12:20,1203.892334,16.76081941
419,9/1/2018 12:50,1668.068685,18.97717401
420,9/1/2018 13:20,1901.580648,20.31439029
421,9/1/2018 13:50,1686.936035,19.10952541
422,9/1/2018 14:20,1531.860311,18.32857598
423,9/1/2018 14:50,1390.899658,17.85802313
424,9/1/2018 15:20,2135.322306,21.53584878
425,9/1/2018 15:50,2417.250651,23.410248
426,9/1/2018 16:20,2247.413656,22.21023642
427,9/1/2018 16:50,2152.901001,22.11771538
428,9/1/2018 17:20,2382.541748,23.46991035
429,9/1/2018 17:50,3499.534342,30.04877006
430,9/1/2018 18:20,3604.316325,35.50222152
431,9/1/2018 18:50,3604.148682,36.9903227
432,9/1/2018 19:20,3603.951253,34.87000946
433,9/1/2018 19:50,3600.124674,34.1492159
434,9/1/2018 20:20,3560.577067,31.40273
435,9/1/2018 20:50,3588.638346,32.31015995
436,9/1/2018 21:20,3528.152344,32.21866147
437,9/1/2018 21:50,3481.397298,31.88177878
438,9/1/2018 22:20,3264.611328,28.97717889
439,9/1/2018 22:50,3210.49292,28.69435572
440,9/1/2018 23:20,3296.743652,29.10593707
441,9/1/2018 23:50,3448.612305,29.79381151
442,10/1/2018 0:20,1309.812638,16.92796292
443,10/1/2018 0:50,1309.812638,16.92796292
444,10/1/2018 1:20,1309.812638,16.92796292
445,10/1/2018 1:50,1309.812638,16.92796292
446,10/1/2018 2:20,1309.812638,16.92796292
447,10/1/2018 2:50,1309.812638,16.92796292
448,10/1/2018 3:20,1309.812638,16.92796292
449,10/1/2018 3:50,1309.812638,16.92796292
450,10/1/2018 4:20,1309.812638,16.92796292
451,10/1/2018 4:50,1309.812638,16.92796292
452,10/1/2018 5:20,1309.812638,16.92796292
453,10/1/2018 5:50,1309.812638,16.92796292
454,10/1/2018 5:50,1309.812638,16.92796292
455,10/1/2018 6:20,1309.812638,16.92796292
456,10/1/2018 6:20,1309.812638,16.92796292
457,10/1/2018 6:50,1309.812638,16.92796292
458,10/1/2018 7:20,1309.812638,16.92796292
459,10/1/2018 7:50,1309.812638,16.92796292
460,10/1/2018 8:20,1309.812638,16.92796292
461,10/1/2018 8:50,1309.812638,16.92796292
462,10/1/2018 9:20,1309.812638,16.92796292
463,10/1/2018 9:50,1309.812638,16.92796292
464,10/1/2018 10:20,1309.812638,16.92796292
465,10/1/2018 10:50,1309.812638,16.92796292
466,10/1/2018 11:20,1309.812638,16.92796292
467,10/1/2018 11:50,1309.812638,16.92796292
468,10/1/2018 12:20,1309.812638,16.92796292
469,10/1/2018 12:50,1309.812638,16.92796292
470,10/1/2018 13:20,1309.812638,16.92796292
471,10/1/2018 13:50,1309.812638,16.92796292
472,10/1/2018 14:20,1309.812638,16.92796292
473,10/1/2018 14:50,1309.812638,16.92796292
474,10/1/2018 15:20,1309.812638,16.92796292
475,10/1/2018 15:50,1309.812638,16.92796292
476,10/1/2018 16:20,1309.812638,16.92796292
477,10/1/2018 16:50,1309.812638,16.92796292
478,10/1/2018 17:20,1309.812638,16.92796292
479,10/1/2018 17:50,1309.812638,16.92796292
480,10/1/2018 18:20,1309.812638,16.92796292
481,10/1/2018 18:50,1309.812638,16.92796292
482,10/1/2018 19:20,1309.812638,16.92796292
483,10/1/2018 19:50,1309.812638,16.92796292
484,10/1/2018 20:20,1309.812638,16.92796292
485,10/1/2018 20:50,1309.812638,16.92796292
486,10/1/2018 21:20,1309.812638,16.92796292
487,10/1/2018 21:50,1309.812638,16.92796292
488,10/1/2018 22:20,1309.812638,16.92796292
489,10/1/2018 22:50,1309.812638,16.92796292
490,10/1/2018 23:20,1309.812638,16.92796292
491,10/1/2018 23:50,1309.812638,16.92796292
492,11/1/2018 0:20,19.39037323,8.068768696
493,11/1/2018 0:50,86.99791718,9.303661901
494,11/1/2018 1:20,123.7258021,9.828205332
495,11/1/2018 1:50,164.3337046,10.45242636
496,11/1/2018 2:20,344.3483073,12.78517056
497,11/1/2018 2:50,506.2081909,13.68313395
498,11/1/2018 3:20,478.4368388,13.55990814
499,11/1/2018 3:50,471.3008423,13.79145216
500,11/1/2018 4:20,510.877828,13.9813486
501,11/1/2018 4:50,608.3880208,14.60301249
502,11/1/2018 5:20,500.1514994,13.42196889
503,11/1/2018 5:50,472.4714355,12.94670568
504,11/1/2018 5:50,472.4714355,12.94670568
505,11/1/2018 6:20,428.779836,12.9215013
506,11/1/2018 6:20,428.779836,12.9215013
507,11/1/2018 6:50,891.0479736,16.08952045
508,11/1/2018 7:20,828.9884033,15.78417982
509,11/1/2018 7:50,873.6314494,16.12051712
510,11/1/2018 8:20,920.2165934,17.0132866
511,11/1/2018 8:50,506.8545736,13.23916998
512,11/1/2018 9:20,576.3070475,13.94250098
513,11/1/2018 9:50,796.1946615,16.49225246
514,11/1/2018 10:20,721.828654,15.87712966
,515,11/1/2018 10:50,921.9401855,17.12621668
,516,11/1/2018 11:20,557.4104716,13.98773715
,517,11/1/2018 11:50,750.0925903,15.32195542
,518,11/1/2018 12:20,1232.743978,18.87778655
,519,11/1/2018 12:50,1449.137655,19.69967922
,520,11/1/2018 13:20,1232.969645,17.91614806
,521,11/1/2018 13:50,1529.218994,19.44809913
,522,11/1/2018 14:20,2089.856038,21.95222937
,523,11/1/2018 14:50,2174.44637,22.84413522
,524,11/1/2018 15:20,2538.054036,24.78761394
,525,11/1/2018 15:50,2900.236654,25.661974
,526,11/1/2018 16:20,3200.727051,26.27774461
,527,11/1/2018 16:50,3298.177327,27.02245831
,528,11/1/2018 17:20,3124.711263,26.77582964
,529,11/1/2018 17:50,2719.741292,25.00212915
,530,11/1/2018 18:20,2705.824056,24.75620731
,531,11/1/2018 18:50,2510.576335,23.68076908
,532,11/1/2018 19:20,2306.469401,22.68960874
,533,11/1/2018 19:50,1538.198039,19.31974449
,534,11/1/2018 20:20,364.6562551,11.42804764
,535,11/1/2018 20:50,76.0658048,7.203494946
,536,11/1/2018 21:20,178.6273295,9.593291745
,537,11/1/2018 21:50,150.6956355,9.846150045
,538,11/1/2018 22:20,10.07936255,5.947661863
,539,11/1/2018 22:50,18.29611969,6.757804603
,540,11/1/2018 23:20,0,5.166450925
,541,11/1/2018 23:50,121.1456369,9.695346914
,542,12/1/2018 0:20,28.40413229,12.83959705
,543,12/1/2018 0:50,0,9.425214655
,544,12/1/2018 1:20,0,10.55317843
,545,12/1/2018 1:50,0,12.02541524
,546,12/1/2018 2:20,0,10.31085905
,547,12/1/2018 2:50,0,9.739300613
,548,12/1/2018 3:20,0,7.985034771
,549,12/1/2018 3:50,0,7.306009312
,550,12/1/2018 4:20,0,9.558912709
,551,12/1/2018 4:50,0,10.6301014
,552,12/1/2018 5:20,0,9.642992765
,553,12/1/2018 5:50,0,8.957546391
,554,12/1/2018 5:50,0,8.957546391
,555,12/1/2018 6:20,0,8.967588959
556,12/1/2018 6:20,0,8.967588959,48
,557,12/1/2018 6:50,0,11.54437893
,558,12/1/2018 7:20,0,10.2850513
,559,12/1/2018 7:50,0,10.07784411
,560,12/1/2018 8:20,0,9.407822471
,561,12/1/2018 8:50,0,10.03396508
562,12/1/2018 9:20,0,9.557597522
563,12/1/2018 9:50,0,8.555927787
564,12/1/2018 10:20,0,7.601272879
565,12/1/2018 10:50,4.730842908,7.164304402
566,12/1/2018 11:20,0,6.738141862
567,12/1/2018 11:50,0,5.077068699
568,12/1/2018 12:20,0,6.788833274
569,12/1/2018 12:50,0,5.867083459
570,12/1/2018 13:20,0,5.251561906
571,12/1/2018 13:50,0,6.14273922
572,12/1/2018 14:20,0,5.950788231
